,Code,Affluence,x,y,stop_id,ID
444,EGN,310,47.5439914495, 9.38300007743,8506309,1359.0
445,EBG,1800,46.8195231702, 8.40264298232,8508399,869.0
446,ERL,490,47.5514562601, 9.22619100908,8506107,1283.0
447,ESL,1200,47.4614892248, 8.95851470682,8506011,1146.0
448,FB,1200,47.2391975436, 8.78348281363,8503109,1071.0
449,FI,130,47.333298028, 8.92327465614,8503136,1144.0
450,FCK,5000,47.5073437467, 8.01307225263,8500305,721.0
451,GA,510,46.3065139347, 7.74757569359,8501603,570.0
452,GKD,4900,47.4658812396, 7.84765271265,8500027,658.0
453,GDBE,1100,46.2567305087, 6.15396312897,8501021,22.0
454,GSAG,3000,47.0783132004, 8.27679952708,8502028,824.0
455,GI,1100,46.8365341912, 8.18630914667,8508312,793.0
456,GLA,5700,46.419975355, 6.26913801937,8501031,35.0
457,GLB,4800,47.4308254769, 8.55883224276,8503310,940.0
458,GOR,510,46.8990652006, 6.78102543256,8504205,130.0
459,GRS,50,46.8062699548, 6.6419368926,8504201,96.0
460,GUN,370,47.4741351028, 8.91701626605,8506012,1146.0
461,HPT,250,47.4768608536, 9.25157587262,8506212,1310.0
462,HEBG,3700,47.4103853071, 9.62724352946,8506317,1426.0
463,HET,650,47.5454376137, 8.69481326415,8506045,1010.0
464,HI,2800,47.3000509, 8.83969785564,8503130,1072.0
465,IL,1900,47.4088192343, 8.72270382261,8503303,1041.0
466,KAAG,260,47.5664464571, 8.41914841526,8503413,883.0
467,KIL,2400,47.3244274064, 8.54799908563,8503200,938.0
468,KNO,980,47.2202591199, 8.4667085831,8502226,905.0
469,KBD,440,47.6093835703, 8.24013823513,8503411,808.0
470,KUE,2300,47.0835940036, 8.4334940573,8505002,874.0
471,LSN,1400,47.470196213, 7.75982160092,8500024,592.0
472,LB,22300,47.3911934191, 8.17037888645,8502119,778.0
473,LK,2400,46.3118851335, 7.64394777254,8501601,503.0
474,LST,16300,47.4844551308, 7.73135468775,8500023,592.0
475,LIG,370,47.0837604425, 7.13514479553,8504227,302.0
476,COL,210,47.0498780241, 6.72606805002,8504317,113.0
477,LUET,200,47.3838273619, 9.07067425759,8506204,1217.0
478,LZ,84700,47.0501697679, 8.31017092011,8505000,823.0
479,ALD,1100,47.0350821216, 8.30330764098,8508321,823.0
480,MAEG,810,47.4145021864, 8.23513921004,8502106,805.0
481,MF,760,47.0038340592, 9.52919552142,8509003,1398.0
482,MB,620,47.2387040498, 7.27593219578,8500102,366.0
483,MTL,1700,47.6310755053, 8.65609788009,8506048,1011.0
484,MAS,300,46.2411990719, 6.98565622637,8501420,221.0
485,MOSM,440,45.8776518954, 8.98302829339,8518475,1151.0
486,MOE,3600,47.5618497594, 7.83385418673,8500302,626.0
487,MRL,70,46.5083872786, 6.78564812794,8504007,122.0
488,MOR,15100,46.5110918027, 6.49396427184,8501037,68.0
489,MOU,3300,47.2806661619, 7.38103944266,8500105,427.0
490,NAEN,5100,47.3693584945, 8.68639971514,8503126,1006.0
491,NH,1500,47.683134176, 8.62491498919,8503423,979.0
492,NY,16900,46.3844060313, 6.23597429701,8501030,34.0
493,OGL,7700,47.4702034518, 8.51060488949,8503312,941.0
494,OAB,160,46.736557734, 7.95891948093,8508303,676.0
495,ORDD,1300,47.2767239721, 8.57763334225,8502209,971.0
496,OSS,460,47.6146106042, 8.72409330368,8506023,1045.0
497,PF,14200,47.2029974467, 8.77811068503,8503209,1070.0
498,PFZ,4900,47.3670842127, 8.78477640275,8503301,1073.0
499,PIE,990,47.1714342219, 7.34019009864,8500200,395.0
500,PALV,90,46.5572387745, 6.82834014222,8504016,145.0
501,PRSR,950,47.5305742249, 7.70986947527,8517131,560.0
502,RZ,1700,47.6037893298, 8.54342564763,8503404,944.0
503,RAR,640,46.3062732767, 7.80150766492,8501604,602.0
504,REN,17500,46.5370287879, 6.57893884264,8501118,79.0
505,REU,420,47.1897281967, 7.24701400432,8504302,336.0
506,RFAU,1000,47.5458662882, 7.76802232018,8500313,594.0
507,RI,4400,47.2083677131, 8.70746042267,8503207,1037.0
508,RN,840,47.4450032571, 8.79630774826,8506005,1075.0
509,ROC,50,46.3586855943, 6.92704973241,8501304,163.0
510,ROG,320,47.2516286412, 7.81490475887,8508101,620.0
511,RH,10600,47.5655269844, 9.37936259732,8506121,1360.0
512,RS,5000,47.4779984016, 9.50513168035,8506311,1407.0
513,ROS,640,46.7826234886, 7.06196897192,8504028,264.0
514,RUEM,3400,47.4540663116, 8.53274503651,8503311,941.0
515,RUS,190,46.187771194, 6.01755436893,8501002,3.0
516,SAN,470,46.1604416733, 8.97392431539,8505415,1157.0
517,SD,210,47.3942126094, 8.85420315671,8506009,1108.0
518,SCHT,270,47.6795011585, 8.68749675648,8503427,1012.0
519,SLF,370,47.6765598478, 8.61424692042,8506039,979.0
520,SCHW,2700,47.0263942922, 8.63213946703,8505006,966.0
521,SIS,7700,47.4627456535, 7.81201832437,8500026,625.0
522,SIT,140,47.5052217763, 9.24898518569,8506214,1282.0
523,SIV,50,46.6563151488, 6.88380178135,8504022,169.0
524,SOR,70,47.2392372997, 7.30576524542,8500103,366.0
525,SGBR,250,47.4072003987, 9.32964579651,8506301,1334.0
526,SGWI,1100,47.4039256735, 9.30083970711,8506300,1334.0
527,STKT,190,47.6875587749, 8.73201759728,8506148,1046.0
528,STAE,5500,47.2405237212, 8.72163122186,8503107,1037.0
529,STAN,4900,46.9583210245, 8.36674143144,8508391,846.0
530,SSTA,1100,46.9762667824, 8.33633589757,8508390,846.0
531,STK,910,47.6645058687, 8.98100858061,8506136,1150.0
532,STE,1000,47.1945798603, 8.47842234624,8502227,904.0
533,STS,3100,47.5415967349, 7.94882272396,8500320,691.0
534,STET,19900,47.3972121248, 8.59613281648,8503147,973.0
535,STI,1800,47.151698154, 7.00121493749,8504310,239.0
536,SUHR,1400,47.3716326855, 8.08227404767,8502103,748.0
537,SS,11300,47.1707889132, 8.09787795205,8502007,744.0
538,TAEM,270,47.6537189524, 9.13954723327,8506198,1254.0
539,TAV,770,46.0566859524, 8.93032466625,8505218,1119.0
540,TOA,250,47.5212973847, 9.03368895274,8506183,1183.0
541,UET,4500,47.2590294057, 8.678774746,8503105,1004.0
542,URD,2300,47.3908815923, 8.43471362358,8502220,880.0
543,URDW,2200,47.3809708849, 8.43033031194,8502229,880.0
544,UST,23500,47.3503664551, 8.71868854805,8503125,1039.0
545,VD,50,46.6214485609, 6.85003132174,8504021,146.0
546,VAU,50,46.8776352286, 6.75758253853,8504204,129.0
547,VG,170,46.7898250195, 7.11638853683,8504030,264.0
548,VT,140,47.1601953195, 7.01967397553,8504309,239.0
549,VIO,100,46.3150242286, 6.91620575308,8501423,162.0
550,WCHO,50,47.1084102503, 8.50502546872,8517112,934.0
551,WS,11600,47.4127169827, 8.59191127027,8503129,974.0
552,WAST,90,47.3199221956, 7.96318642397,8502121,687.0
553,WBOL,790,47.3413970205, 7.86834787109,8500216,656.0
554,WAU,840,47.1838514118, 8.0190083583,8502006,715.0
555,WE,4400,47.4596367944, 8.3159863528,8503505,831.0
556,WI,1300,47.4152733765, 8.16299733569,8502115,778.0
557,WHE,490,47.5015644748, 8.76930571536,8516218,1042.0
558,WTOE,630,47.4898075094, 8.70929159585,8506044,1042.0
559,YV,13000,46.781876671, 6.64114576153,8504200,95.0
560,ZGCA,150,47.1623165875, 8.515186942,8517527,935.0
561,ZGFR,260,47.1565775965, 8.51227569316,8515994,935.0
562,ZAF,3800,47.4209123371, 8.5085656936,8503008,909.0
563,ZFH,43700,47.4503820775, 8.56238666028,8503016,941.0
564,ZWG,2300,47.4337913284, 7.53045708322,8500114,492.0
565,SACH,960,46.8709602444, 8.23829844538,8508313,794.0
566,SA,11300,47.0453635269, 9.44539562754,8509411,1374.0
567,SY,1400,46.2142202175, 6.0375091428,8501003,6.0
568,SAX,890,46.149376272, 7.17343442478,8501502,284.0
569,SH,17000,47.6982814692, 8.6327284859,8503424,979.0
570,SCWE,11400,47.3843802387, 8.6586595992,8503127,1007.0
571,SHAU,130,47.6109165826, 9.1682387933,8506195,1254.0
572,SIE,6100,46.2921149792, 7.53283036255,8501509,470.0
573,STA,630,47.4807713471, 9.53652077145,8506312,1407.0
574,SBL,380,47.0145655009, 6.98210841908,8504222,203.0
575,STG,210,47.3538535176, 8.93235901657,8503135,1144.0
576,STN,620,47.0476633004, 8.60743525261,8505005,967.0
577,STMR,940,47.4899801946, 8.4468407224,8503316,910.0
578,STGI,150,46.3919600075, 6.80589031952,8501428,120.0
579,STP,1200,46.4823041329, 6.45590462293,8501036,57.0
580,STSA,140,46.4725855624, 6.7970306112,8501127,143.0
581,SU,400,47.3676921488, 7.16594419056,8500124,308.0
582,SLG,1200,47.5387993681, 9.18367857671,8506217,1283.0
583,TLH,150,47.5696197047, 8.75762721172,8506022,1044.0
584,TRIB,80,47.6629006458, 9.10874984287,8506118,1222.0
585,UER,2000,47.2358565197, 8.75261073401,8503108,1037.0
586,UNT,370,47.1138559734, 9.25500777055,8509416,1303.0
587,UZW,4700,47.4364421946, 9.13097170762,8506208,1250.0
588,COI,530,46.2207092326, 6.09389439216,8501007,12.0
589,VZ,300,46.7205784272, 6.96063985388,8504024,198.0
590,VIL,1900,46.3983659275, 6.92699984758,8501303,164.0
591,VTE,100,46.4953325352, 6.70728469954,8501123,102.0
592,VU,270,46.5762368388, 6.53076245457,8501116,80.0
593,WL,770,47.2726849167, 8.91398907071,8503138,1143.0
594,WF,15500,47.5662241626, 9.10634628137,8506105,1220.0
595,WD,760,47.5255401974, 8.77601496118,8506017,1043.0
596,WILA,600,47.4177702961, 8.84846779076,8506008,1109.0
597,WSEE,2900,47.4874349418, 8.76678904042,8506002,1042.0
598,WWUE,510,47.5064325739, 8.68090851224,8506043,1009.0
599,CHP,110,46.7821397658, 6.66231740717,8504144,108.0
600,ZIM,730,46.2212609654, 6.06574042511,8501000,6.0
601,ZK,1100,47.3373317337, 8.569717612,8503100,939.0
602,ZGO,280,47.147675872, 8.50992153777,8502231,935.0
603,ZUE,396300,47.3781765756, 8.54019221036,8503000,939.0
604,ZSEB,1500,47.4187469105, 8.54463614173,8503007,940.0
605,ZSTH,68100,47.3666105569, 8.54846647022,8503003,939.0
606,ZTB,4200,47.3501235091, 8.56137239898,8503004,939.0
607,ZWIE,7700,47.3714716204, 8.52346258297,8503011,939.0
608,ZWD,100,47.5704402649, 8.46789206212,8503405,912.0
609,RIEB,970,47.5831998345, 7.65230105793,8014439,561.0
610,RSST,2200,47.4754476463, 9.48971870021,8506322,1383.0
611,RTR,890,47.3064476644, 7.87938648836,8508103,655.0
612,RLG,110,47.4253702718, 7.85052282001,8500033,657.0
613,RUET,180,46.934547281, 9.01302543269,8503238,1172.0
614,SAF,570,47.32175296, 7.98350900936,8502100,717.0
615,SCAE,490,47.1576544109, 9.04396432715,8503119,1212.0
616,SCHN,240,47.6666263051, 8.77041438581,8503429,1046.0
617,SCOE,1400,47.3714221617, 8.00015594913,8502112,718.0
618,SCHK,390,47.500115854, 8.8117058285,8506035,1076.0
619,SEM,1900,47.1160520887, 8.19596739854,8502009,799.0
620,SIB,2700,47.1826674891, 8.90069892838,8503221,1141.0
621,SIG,1300,47.5179218559, 8.24015363326,8503502,832.0
622,SIO,11600,46.2275453615, 7.35919185191,8501506,377.0
623,SO,15200,47.2041807751, 7.54268420304,8500207,488.0
624,SCB,2700,47.1951382943, 7.16875443477,8504304,304.0
625,STER,120,47.1800770071, 8.07456185019,8502010,744.0
626,TEN,1200,46.1774682553, 8.85022179541,8505401,1085.0
627,TREY,50,46.7799523516, 6.91624479995,8504142,171.0
628,TUI,480,46.2499433407, 6.14734101981,8501011,12.0
629,TUR,290,46.3093240882, 7.69960071796,8501602,536.0
630,UTW,410,47.5860214293, 9.33968840224,8506122,1338.0
631,VSX,2700,46.2797158332, 6.16574632626,8501022,22.0
632,VOU,370,46.3372911702, 6.89757423459,8501424,163.0
633,WCHW,570,47.0986827694, 8.51692521124,8502205,934.0
634,WAL,1400,47.1198710093, 9.31297181278,8509414,1329.0
635,WO,5200,47.3484618374, 8.26978121872,8502213,829.0
636,WOS,400,46.9077595046, 8.39468155812,8508394,870.0
637,ZOL,3200,47.0018214448, 7.46290426809,8504410,452.0
638,ZG,35500,47.1736230527, 8.51529569481,8502204,936.0
639,KMUE,600,47.1804713352, 8.48576089261,8502230,904.0
640,ZEN,13000,47.3640983597, 8.53080595476,8503010,939.0
641,SBAD,530,47.4517752695, 8.16692832223,8502116,779.0
642,SCHL,10100,47.3991743125, 8.44722881452,8503509,880.0
643,SCHO,1100,47.4979704691, 8.41179388261,8503317,882.0
644,SCBU,380,47.1763838553, 8.93876288214,8503222,1141.0
645,SEU,1800,47.5357677342, 8.73886853866,8506020,1043.0
646,SK,170,46.9492536033, 8.62073068694,8505111,965.0
647,SOAD,330,47.2088750961, 7.52142884826,8518963,456.0
648,SW,1400,47.2067084108, 7.53194511273,8500206,488.0
649,SGF,2400,47.434542034, 9.39342737505,8506303,1357.0
650,SMG,2600,47.4532118157, 9.63825154068,8506314,1427.0
651,STM,560,47.6348793716, 8.78872663664,8506024,1045.0
652,STCH,450,47.5008611902, 9.44212099652,8516271,1383.0
653,TK,610,47.4457572594, 7.88760523024,8500028,658.0
654,TW,17300,47.2959747213, 8.56475556229,8503202,938.0
655,TOUR,1900,46.4554432937, 6.85953018827,8501201,165.0
656,TRI,80,47.3660466339, 7.90427743742,8500037,656.0
657,TU,1200,47.437383413, 8.84380329191,8506007,1109.0
658,UZ,7200,47.2242754695, 8.98067539571,8503116,1177.0
659,VERN,330,46.1385417213, 7.038363732,8501405,219.0
660,VVFU,110,46.4682716114, 6.8354371001,8504015,143.0
661,VEY,130,46.4176118611, 6.92785847954,8501302,192.0
662,WAE,16200,47.2293011038, 8.67519275897,8503206,1004.0
663,WAA,680,47.2319515056, 7.6562236042,8500210,554.0
664,WIL,19800,47.4624092373, 9.04098327921,8506206,1218.0
665,WIN,1300,47.29720073, 8.59897547971,8503111,971.0
666,W,91500,47.5003335301, 8.72379907332,8506000,1042.0
667,WUER,780,47.4457585301, 8.35764331882,8503529,855.0
668,YND,460,46.8008635427, 6.74668648053,8504130,128.0
669,ZB,8500,47.1361516592, 9.06003718984,8503225,1212.0
670,ZGPP,160,47.168273486, 8.51691604796,8502300,935.0
671,ZHDB,47200,47.3851946908, 8.51710646094,8503020,940.0
672,ZWIP,3300,47.3930313233, 8.52935905447,8503015,940.0
673,ZWOL,2400,47.3474399219, 8.53358828018,8503009,939.0
674,POR,2700,47.420909698, 7.08007451034,8500126,276.0
675,PRMA,2600,46.5266893352, 6.60262941596,8518452,79.0
676,RMZ,590,47.4415398241, 8.81911811289,8506006,1075.0
677,RZO,50,46.1169976034, 8.77653228958,8505408,1049.0
678,RAET,590,47.4986756956, 8.79499713285,8506015,1076.0
679,REID,1300,47.2414629092, 7.96875676951,8502003,685.0
680,RCK,2100,47.4668881391, 9.59090422659,8506313,1427.0
681,RIAZ,640,46.1755125216, 8.88532079686,8505412,1121.0
682,ROM,2800,46.6935017507, 6.91181476775,8504023,170.0
683,RBG,720,47.0881904457, 8.24917741374,8502020,824.0
684,RUES,2500,47.3071323847, 8.55515146936,8503201,938.0
685,SN,50,46.1351651392, 8.80705386556,8505407,1084.0
686,LSA,830,46.6587767613, 6.51736524915,8501108,71.0
687,SCME,1500,47.2251558732, 8.94336741805,8503115,1142.0
688,SCHD,1300,46.9968482066, 9.07744743355,8503233,1209.0
689,SEL,810,47.2006188377, 7.45662984225,8500204,456.0
690,SKY,560,47.4651737084, 8.76033034905,8506003,1042.0
691,SE,650,47.3461400227, 8.15878995065,8502030,777.0
692,SINS,1100,47.188308281, 8.39780794584,8502218,876.0
693,SIR,730,47.4619919682, 9.00045935104,8506010,1182.0
694,SOM,50,47.4390111569, 7.85146338126,8500032,624.0
695,SV,180,47.1413268967, 6.96934420104,8504311,206.0
696,SG,47100,47.4231790668, 9.36987712043,8506302,1357.0
697,STR,2200,47.656108874, 8.85500693112,8506139,1113.0
698,STRI,680,47.1878937296, 8.47969110761,8518459,904.0
699,SL,450,46.2514824986, 7.41957042997,8501507,407.0
700,SM,5000,46.216363536, 7.00204915835,8501403,188.0
701,TAEN,90,47.5093655501, 9.02478054512,8506168,1183.0
702,TAEG,660,47.6596173652, 9.13295927882,8506132,1255.0
703,TAN,410,46.3076341414, 6.18112481111,8501015,23.0
704,TD,160,47.2683703417, 8.85270412923,8503139,1106.0
705,TA,1300,47.2198385551, 7.20163489763,8500100,336.0
706,TER,220,46.4263773828, 6.92270212787,8501301,192.0
707,TH,32000,46.7548532939, 7.62959464395,8507100,511.0
708,TR,370,46.9424047306, 6.67656029661,8504215,111.0
709,TG,6100,47.4917545162, 8.25344123675,8503503,832.0
710,TUE,100,47.1149950289, 7.19730481483,8504229,334.0
711,TWN,550,47.0936555927, 7.15649171643,8504228,302.0
712,VAL,830,46.7123977825, 6.37056465514,8501103,54.0
713,VV,19900,46.4629974303, 6.84345000982,8501200,143.0
714,VI,18800,46.2940248591, 7.88145816487,8501605,636.0
715,WAB,490,47.1078933281, 8.31968694103,8502017,849.0
716,WZ,24100,47.3180331432, 8.79226951209,8503123,1072.0
717,WGR,1700,47.4987506397, 8.75103748096,8506001,1042.0
718,WWAL,1300,47.516719, 8.76086862997,8506038,1043.0
719,WY,760,47.1051648822, 7.66349632611,8508006,552.0
720,ZF,8800,47.2880447598, 7.94309735295,8502001,686.0
721,ZGSE,1000,47.1737252745, 8.50722421468,8516187,904.0
722,ZAS,32100,47.3914808361, 8.4889402654,8503001,908.0
723,ZOER,70900,47.4115288802, 8.54411523121,8503006,940.0
