stop_id,ID
8501733,34
8501734,52
8501735,503
8501736,316
8501737,140
8501738,467
8501739,349
8501740,377
8501741,377
8501742,346
8501744,345
8501745,377
8501746,406
8501747,466
8501748,727
8501750,433
8501751,408
8501752,500
8501753,698
8501754,699
8501755,502
8501756,347
8501757,122
8501758,256
8501759,191
8501760,318
8501761,347
8501762,314
8501763,289
8501765,343
8501766,256
8501767,600
8501768,468
8501769,350
8501770,466
8501771,350
8501772,346
8501773,665
8501774,381
8501775,377
8501776,38
8501777,222
8501778,254
8501779,501
8501780,663
8501781,664
8501782,663
8501783,664
8501784,466
8501785,378
8501786,726
8501787,185
8501788,315
8501789,315
8501790,501
8501791,499
8501792,256
8501793,320
8501795,439
8501796,634
8501797,755
8501798,378
8501799,257
8501850,35
8501851,35
8501852,35
8501853,36
8501854,36
8501855,36
8501856,36
8501857,35
8501858,346
8501859,470
8501860,43
8501862,50
8501863,44
8501864,185
8501865,50
8501867,50
8501868,50
8501870,50
8501871,50
8501872,44
8501873,43
8501877,311
8501880,312
8501882,249
8501883,247
8501884,248
8501885,279
8501886,281
8501887,281
8501890,138
8501891,137
8501892,45
8501894,71
8501895,784
8501896,759
8501897,862
8501898,759
8501899,349
8501953,699
8501954,729
8501955,729
8501956,600
8501957,600
8501958,600
8501959,600
8501960,662
8501961,725
8501962,726
8501963,635
8501964,635
8501965,408
8501966,25
8501967,25
8501968,25
8501969,24
8501970,24
8501971,140
8501972,570
8501973,570
8501974,223
8501975,223
8501977,382
8501978,288
8501979,438
8501980,94
8501981,96
8501983,316
8501984,634
8501986,600
8501987,634
8501988,600
8501989,600
8501990,536
8501991,537
8501992,537
8501994,377
8501996,470
8501997,634
8501999,667
8502000,655
8502001,686
8502002,686
8502003,685
8502004,685
8502005,715
8502006,715
8502007,744
8502008,773
8502009,799
8502010,744
8502011,773
8502012,824
8502017,849
8502019,801
8502020,824
8502021,824
8502022,849
8502023,850
8502024,825
8502025,826
8502026,826
8502027,826
8502028,824
8502029,801
8502030,777
8502031,803
8502032,803
8502033,802
8502034,802
8502038,801
8502042,825
8502086,745
8502087,850
8502088,746
8502089,717
8502090,745
8502092,774
8502095,745
8502096,716
8502097,746
8502098,824
8502100,717
8502101,718
8502102,718
8502103,748
8502104,778
8502105,804
8502106,805
8502110,687
8502111,718
8502112,718
8502113,748
8502114,778
8502115,778
8502116,779
8502119,778
8502120,686
8502121,687
8502122,717
8502123,748
8502128,778
8502160,748
8502161,747
8502162,776
8502163,776
8502164,776
8502165,776
8502166,775
8502167,775
8502168,775
8502169,801
8502174,777
8502176,775
8502177,747
8502178,747
8502179,747
8502180,747
8502181,718
8502182,718
8502183,776
8502184,777
8502185,853
8502186,880
8502187,879
8502188,854
8502189,748
8502191,748
8502192,748
8502194,718
8502195,747
8502196,718
8502197,747
8502199,717
8502200,848
8502201,874
8502202,875
8502203,904
8502204,936
8502205,934
8502206,936
8502207,970
8502208,971
8502209,971
8502211,804
8502212,804
8502213,829
8502214,828
8502215,852
8502216,851
8502217,876
8502218,876
8502219,875
8502220,880
8502221,879
8502222,907
8502223,878
8502224,906
8502225,905
8502226,905
8502227,904
8502229,880
8502230,904
8502231,935
8502237,805
8502246,935
8502247,805
8502248,853
8502250,904
8502251,904
8502252,935
8502253,903
8502254,903
8502257,903
8502258,934
8502265,802
8502268,854
8502269,829
8502270,880
8502271,829
8502272,853
8502273,853
8502274,853
8502275,854
8502276,854
8502277,879
8502278,880
8502280,904
8502281,935
8502282,936
8502283,969
8502284,935
8502285,935
8502286,968
8502287,968
8502288,969
8502291,935
8502292,935
8502293,969
8502294,968
8502295,968
8502296,936
8502297,935
8502298,935
8502299,904
8502300,935
8502306,904
8502350,654
8502351,654
8502352,716
8502353,686
8502354,686
8502355,686
8502356,686
8502358,686
8502359,686
8502361,655
8502362,687
8502363,686
8502364,686
8502365,655
8502366,654
8502367,717
8502368,717
8502369,686
8502370,686
8502371,717
8502374,686
8502375,686
8502378,655
8502380,686
8502381,687
8502382,655
8502383,655
8502384,686
8502385,686
8502386,686
8502387,686
8502388,654
8502389,685
8502390,685
8502392,621
8502393,686
8502394,685
8502395,685
8502397,685
8502398,686
8502399,685
8502550,773
8502551,774
8502552,774
8502553,878
8502554,905
8502555,877
8502556,877
8502557,778
8502558,852
8502559,908
8502560,879
8502561,830
8502562,852
8502563,852
8502564,852
8502565,852
8502566,852
8502567,853
8502568,853
8502569,851
8502570,853
8502571,853
8502572,939
8502573,851
8502574,906
8502575,854
8502576,851
8502577,852
8502578,685
8502579,685
8502581,686
8502582,717
8502583,717
8502584,717
8502587,717
8502589,746
8502590,746
8502591,746
8502592,746
8502593,746
8502594,746
8502595,746
8502596,775
8502597,775
8502598,775
8502670,828
8502675,777
8502676,777
8502677,777
8502678,803
8502679,803
8502680,779
8502681,778
8502682,749
8502683,719
8502684,719
8502685,719
8502686,719
8502687,719
8502688,804
8502689,804
8502690,831
8502691,854
8502692,1001
8502694,936
8502700,830
8502701,829
8502702,829
8502703,805
8502704,805
8502705,806
8502706,830
8502707,830
8502708,853
8502709,853
8502710,853
8502711,853
8502712,687
8502713,655
8502747,968
8502748,746
8502749,800
8502750,854
8502751,829
8502752,830
8502753,830
8502754,799
8502755,829
8502756,799
8502757,830
8502758,937
8502759,969
8502760,1003
8502761,969
8502762,937
8502763,937
8502764,937
8502765,717
8502766,717
8502767,717
8502768,717
8502769,717
8502770,717
8502771,906
8502772,830
8502773,855
8502774,831
8502775,831
8502776,938
8502777,969
8502778,877
8502779,878
8502780,904
8502781,936
8502784,935
8502787,936
8502788,936
8502790,876
8502791,904
8502792,935
8502793,969
8502794,876
8502795,904
8502798,936
8502799,936
8502850,904
8502851,904
8502852,904
8502853,935
8502862,904
8502863,935
8502864,935
8502865,1002
8502866,1002
8502867,1002
8502871,806
8502872,777
8502873,806
8502874,831
8502875,779
8502876,879
8502877,851
8502878,853
8502879,878
8502880,830
8502881,854
8502882,877
8502883,878
8502884,877
8502885,907
8502886,746
8502887,716
8502888,830
8502889,829
8502890,877
8502891,686
8502892,775
8502893,749
8502894,879
8502895,856
8502896,855
8502897,830
8502898,685
8502899,830
8502950,879
8502951,779
8502952,805
8502953,906
8502954,1003
8502955,878
8502956,855
8502959,773
8502960,877
8502961,937
8502962,830
8502963,937
8502965,805
8502966,805
8502967,805
8502968,829
8502969,805
8502970,936
8502971,936
8502972,970
8502979,879
8502981,778
8502982,854
8502983,831
8502984,830
8502985,806
8502986,937
8502988,934
8502991,937
8502992,938
8502994,773
8502995,936
8502996,748
8502998,744
8502999,829
8503000,939
8503001,908
8503003,939
8503004,939
8503006,940
8503007,940
8503008,909
8503009,939
8503010,939
8503011,939
8503015,940
8503016,941
8503020,940
8503051,939
8503052,939
8503053,908
8503054,908
8503055,908
8503056,908
8503057,907
8503059,939
8503060,1038
8503061,1005
8503062,1005
8503063,1005
8503064,1005
8503065,972
8503066,972
8503067,972
8503068,972
8503070,1005
8503072,1005
8503074,972
8503075,972
8503077,972
8503078,972
8503081,938
8503082,938
8503083,939
8503084,973
8503086,939
8503087,939
8503088,939
8503089,938
8503090,939
8503091,939
8503093,939
8503094,939
8503095,938
8503096,938
8503097,938
8503098,937
8503099,938
8503100,939
8503101,972
8503102,972
8503103,971
8503104,971
8503105,1004
8503106,1004
8503107,1037
8503108,1037
8503109,1071
8503110,1071
8503111,971
8503112,1071
8503113,1105
8503115,1142
8503116,1177
8503117,1177
8503118,1177
8503119,1212
8503120,1105
8503121,1106
8503122,1071
8503123,1072
8503124,1039
8503125,1039
8503126,1006
8503127,1007
8503128,973
8503129,974
8503130,1072
8503134,1108
8503135,1144
8503136,1144
8503137,1143
8503138,1143
8503139,1106
8503141,972
8503147,973
8503150,1007
8503151,1007
8503152,1040
8503154,1007
8503155,1007
8503156,1007
8503157,1040
8503158,1106
8503159,1071
8503160,1004
8503161,1071
8503163,1038
8503164,1071
8503165,1038
8503167,1038
8503168,1039
8503169,1038
8503170,1038
8503171,1106
8503172,1038
8503173,1106
8503174,1038
8503175,1071
8503176,1071
8503177,1071
8503179,1072
8503180,1072
8503181,1072
8503182,1072
8503183,1038
8503184,1038
8503185,1038
8503186,1038
8503187,1004
8503188,1039
8503189,1039
8503190,1106
8503191,1106
8503192,1106
8503194,1073
8503195,1071
8503196,1071
8503197,1071
8503198,1038
8503200,938
8503201,938
8503202,938
8503203,971
8503204,971
8503205,1004
8503206,1004
8503207,1037
8503208,1037
8503209,1070
8503210,1037
8503211,1070
8503219,1107
8503220,1104
8503221,1141
8503222,1141
8503223,1176
8503224,1176
8503225,1212
8503226,1212
8503227,1211
8503228,1211
8503230,1210
8503231,1210
8503232,1210
8503233,1209
8503234,1209
8503235,1209
8503236,1209
8503237,1172
8503238,1172
8503239,1171
8503240,1171
8503244,1209
8503245,1209
8503246,1208
8503250,1066
8503251,1073
8503252,1073
8503253,1039
8503254,1006
8503255,1272
8503256,1209
8503258,1271
8503259,1242
8503260,1171
8503261,1172
8503263,1039
8503264,1038
8503265,1000
8503266,1271
8503267,1039
8503268,1172
8503269,1172
8503270,1272
8503271,1272
8503272,1242
8503273,1272
8503274,1271
8503275,1241
8503276,1271
8503277,1271
8503278,1209
8503279,1209
8503280,967
8503281,967
8503282,1001
8503283,1035
8503284,1036
8503285,1036
8503286,1003
8503287,1003
8503288,1036
8503289,1037
8503290,1001
8503292,1002
8503293,1003
8503294,1003
8503295,1037
8503299,1070
8503300,1073
8503301,1073
8503302,1040
8503303,1041
8503304,1008
8503305,1007
8503306,974
8503307,974
8503308,974
8503309,941
8503310,940
8503311,941
8503312,941
8503313,910
8503314,910
8503315,910
8503316,910
8503317,882
8503318,882
8503319,882
8503322,1209
8503324,1209
8503325,1208
8503326,1172
8503327,1171
8503340,940
8503350,1007
8503351,1007
8503353,1071
8503354,1071
8503355,1106
8503356,1071
8503358,1071
8503359,1037
8503361,1037
8503363,1004
8503364,1039
8503365,1107
8503366,1107
8503367,1142
8503368,1213
8503369,1142
8503370,1007
8503371,1041
8503372,1007
8503373,1041
8503374,1008
8503375,1042
8503376,1041
8503377,1008
8503378,1007
8503380,1008
8503381,1008
8503382,1041
8503383,1142
8503384,1213
8503385,1178
8503386,1142
8503387,1178
8503390,1143
8503391,1178
8503392,1039
8503394,1104
8503396,1106
8503398,1106
8503400,942
8503401,943
8503402,943
8503403,912
8503404,944
8503405,912
8503408,858
8503409,833
8503410,834
8503411,808
8503413,883
8503414,858
8503415,883
8503420,944
8503421,945
8503423,979
8503424,979
8503425,979
8503426,1012
8503427,1012
8503428,1046
8503429,1046
8503446,939
8503447,939
8503449,939
8503470,1079
8503471,1080
8503472,1080
8503474,1080
8503479,979
8503480,979
8503481,979
8503482,979
8503483,946
8503484,946
8503485,946
8503486,915
8503487,915
8503488,915
8503490,914
8503491,947
8503492,915
8503493,915
8503495,979
8503499,939
8503500,939
8503501,833
8503502,832
8503503,832
8503504,831
8503505,831
8503506,855
8503508,880
8503509,880
8503511,855
8503512,880
8503525,881
8503526,909
8503527,881
8503528,881
8503529,855
8503551,907
8503552,1073
8503553,1074
8503554,1074
8503555,1074
8503556,1073
8503559,1108
8503560,1108
8503561,1041
8503562,1073
8503563,1040
8503564,1074
8503565,1040
8503566,1040
8503567,1040
8503569,807
8503570,808
8503572,808
8503573,807
8503574,806
8503575,833
8503576,944
8503577,1177
8503578,908
8503579,908
8503580,908
8503581,857
8503582,832
8503583,833
8503584,833
8503585,856
8503586,856
8503587,832
8503588,856
8503589,857
8503590,807
8503591,833
8503592,807
8503593,832
8503594,833
8503596,857
8503597,911
8503598,878
8503599,807
8503610,908
8503611,1172
8503612,1211
8503613,1240
8503614,1240
8503615,1271
8503616,1271
8503618,1209
8503619,1240
8503622,1107
8503623,1103
8503624,1103
8503625,1103
8503626,1140
8503627,1145
8503628,1140
8503629,1244
8503633,1006
8503634,1070
8503635,1070
8503636,1070
8503637,1104
8503638,1104
8503639,1104
8503640,1104
8503641,1141
8503642,1141
8503643,1141
8503645,1172
8503647,1142
8503648,1104
8503651,939
8503653,939
8503655,939
8503657,972
8503659,972
8503660,971
8503661,971
8503663,1004
8503664,1004
8503665,1037
8503666,1037
8503667,1071
8503669,1037
8503670,1004
8503671,1004
8503672,971
8503673,971
8503674,938
8503675,938
8503677,938
8503680,1070
8503681,939
8503682,972
8503683,1070
8503684,1067
8503685,808
8503686,1142
8503687,883
8503688,1111
8503689,906
8503690,907
8503691,907
8503692,907
8503693,907
8503694,907
8503695,937
8503696,907
8503697,906
8503698,879
8503699,908
8503700,974
8503702,942
8503705,1010
8503709,908
8503714,1001
8503715,1104
8503717,1105
8503721,1035
8503722,1035
8503723,1035
8503724,1034
8503725,1034
8503726,1035
8503727,1036
8503728,1036
8503730,1069
8503731,1069
8503732,1069
8503733,1069
8503734,1069
8503735,1035
8503736,1035
8503737,1069
8503738,1035
8503739,1068
8503740,1068
8503741,1068
8503742,1102
8503743,1102
8503744,1068
8503745,1067
8503746,1067
8503747,1035
8503748,1141
8503749,1104
8503750,1000
8503751,1143
8503752,970
8503753,1067
8503754,970
8503755,1139
8503756,1138
8503757,1067
8503758,1003
8503759,1067
8503760,1103
8503761,1036
8503762,1138
8503763,1178
8503765,1173
8503767,832
8503768,1214
8503769,1177
8503770,1177
8503771,942
8503772,942
8503774,1138
8503775,1068
8503776,832
8503777,832
8503778,832
8503779,832
8503780,808
8503781,942
8503782,942
8503783,911
8503785,1006
8503786,911
8503788,942
8503790,1177
8503791,938
8503792,1074
8503795,1004
8503797,1003
8503798,1004
8503799,856
8503850,942
8503852,1073
8503853,942
8503854,911
8503855,971
8503856,942
8503857,941
8503859,1070
8503860,910
8503861,1034
8503862,938
8503863,970
8503864,1003
8503865,1003
8503866,1004
8503867,970
8503868,1003
8503869,1003
8503870,1067
8503871,910
8503872,1040
8503873,1040
8503874,943
8503875,856
8503877,832
8503879,854
8503880,857
8503881,830
8503882,857
8503883,857
8503884,857
8503885,910
8503886,806
8503887,938
8503890,779
8503891,779
8503892,970
8503896,971
8503897,970
8503898,971
8503899,970
8503950,1014
8503951,981
8503952,1012
8503953,1014
8503954,1080
8503955,1014
8503957,1013
8503958,979
8503959,979
8503962,980
8503963,1014
8503964,1014
8503965,980
8503966,1014
8503967,1012
8503968,980
8503969,980
8503970,1013
8503971,979
8503972,970
8503973,1211
8503974,1214
8503975,1215
8503976,1215
8503977,1215
8503978,1214
8503979,1214
8503980,1178
8503981,1214
8503982,1178
8503983,1215
8503984,1248
8503986,1248
8503987,1248
8503988,1040
8503989,941
8503990,970
8503991,1142
8503994,1214
8503995,1142
8503996,1177
8503998,1177
8503999,1142
8504000,90
8504003,103
8504007,122
8504010,103
8504011,102
8504012,122
8504013,122
8504014,144
8504015,143
8504016,145
8504017,145
8504018,146
8504019,125
8504020,145
8504021,146
8504022,169
8504023,170
8504024,198
8504025,231
8504026,231
8504027,264
8504028,264
8504029,264
8504030,264
8504040,143
8504060,144
8504061,166
8504062,166
8504063,195
8504064,195
8504065,196
8504066,228
8504067,228
8504068,260
8504069,260
8504070,226
8504071,226
8504072,226
8504073,259
8504074,259
8504075,260
8504076,260
8504077,260
8504078,228
8504079,228
8504086,228
8504088,260
8504089,260
8504091,170
8504092,198
8504093,170
8504094,169
8504095,230
8504096,230
