stop_id,ID
8506585,1281
8506586,1281
8506587,1310
8506588,1282
8506589,1250
8506590,1044
8506591,1150
8506592,1149
8506593,1185
8506594,1221
8506595,1184
8506597,1185
8506599,1382
8506600,1334
8506601,1308
8506602,1307
8506603,1333
8506604,1334
8506605,1334
8506606,1334
8506607,1279
8506608,1308
8506610,1283
8506611,1284
8506612,1283
8506613,1283
8506614,1284
8506616,1215
8506617,1216
8506618,1216
8506620,1216
8506621,1216
8506622,1216
8506623,1216
8506624,1216
8506625,1216
8506626,1150
8506627,1149
8506628,1148
8506629,1045
8506632,1113
8506633,1217
8506634,1407
8506650,1358
8506651,1335
8506653,1357
8506654,1357
8506655,1219
8506658,1252
8506659,1219
8506661,1251
8506662,1252
8506664,1219
8506665,1219
8506666,846
8506668,1219
8506669,1251
8506670,1219
8506672,1218
8506673,1218
8506675,1217
8506676,1218
8506677,1218
8506678,1181
8506679,1183
8506680,1251
8506683,1382
8506685,1217
8506686,1180
8506687,1281
8506688,1184
8506689,1078
8506690,1182
8506691,1043
8506692,1075
8506693,1407
8506694,1359
8506695,1248
8506696,1308
8506697,1308
8506698,1279
8506699,1310
8506703,1358
8506704,1248
8506705,1248
8506706,1148
8506707,1222
8506708,1358
8506709,1308
8506710,1308
8506712,1308
8506713,1333
8506716,1381
8506718,1185
8506719,1113
8506720,1113
8506721,1309
8506723,1250
8506724,1251
8506725,1250
8506726,1281
8506727,1281
8506728,1250
8506729,1217
8506730,1251
8506731,1280
8506732,1111
8506733,1335
8506734,1335
8506735,1250
8506737,1219
8506738,1177
8506740,1182
8506741,1220
8506742,1220
8506743,1111
8506744,1111
8506748,1077
8506749,1077
8506750,1305
8506751,1278
8506752,1427
8506753,1382
8506754,1277
8506755,977
8506756,1382
8506757,1278
8506758,1149
8506759,1333
8506760,1112
8506761,1406
8506762,1407
8506763,978
8506764,1282
8506765,1406
8506766,1249
8506767,1382
8506768,978
8506769,1277
8506770,1248
8506771,1406
8506772,1285
8506773,1279
8506774,1308
8506775,1334
8506776,1276
8506777,1407
8506778,1381
8506780,1330
8506781,1330
8506782,1407
8506783,1218
8506784,1251
8506785,1251
8506786,1179
8506787,1331
8506788,1330
8506789,1309
8506790,1307
8506791,1306
8506792,1306
8506793,1306
8506794,1331
8506795,1306
8506796,1407
8506798,1310
8506799,1335
8506850,1145
8506851,1181
8506852,1146
8506853,1110
8506854,1220
8506855,1148
8506856,1148
8506857,1149
8506858,1078
8506859,1111
8506860,1406
8506862,1142
8506863,1150
8506864,1184
8506865,1111
8506866,1111
8506867,1077
8506869,1112
8506870,1148
8506871,1149
8506872,1111
8506874,1250
8506875,1011
8506876,1281
8506877,1383
8506878,978
8506879,1011
8506881,1149
8506882,1149
8506885,1221
8506886,1183
8506887,1078
8506888,1078
8506889,975
8506890,976
8506891,976
8506892,976
8506894,976
8506895,975
8506896,1009
8506897,975
8506898,975
8506899,1042
8506900,1112
8506901,1112
8506902,1113
8506948,1112
8506949,1148
8506951,943
8506952,1010
8506953,1044
8506954,1078
8506955,1112
8506957,1148
8506959,1183
8506960,1008
8506961,1008
8506963,1078
8506964,1148
8506966,1112
8506967,1112
8506968,1142
8506969,1149
8506971,1184
8506975,1046
8506977,1185
8506978,1149
8506979,1184
8506984,1185
8506985,1222
8506986,1222
8506989,1010
8506997,1218
8507000,421
8507002,451
8507003,451
8507005,482
8507006,481
8507007,481
8507008,480
8507009,512
8507050,451
8507052,451
8507053,451
8507054,482
8507055,482
8507060,451
8507061,451
8507062,451
8507063,482
8507064,483
8507065,483
8507066,483
8507067,451
8507068,451
8507069,452
8507070,479
8507071,479
8507072,448
8507073,480
8507074,449
8507075,449
8507076,450
8507077,450
8507078,420
8507079,420
8507082,420
8507083,420
8507084,420
8507085,420
8507086,390
8507087,390
8507088,389
8507089,389
8507091,420
8507092,450
8507093,450
8507094,512
8507095,389
8507096,452
8507097,420
8507099,420
8507100,511
8507110,451
8507150,511
8507151,544
8507152,544
8507153,544
8507154,544
8507155,577
8507156,577
8507157,610
8507158,609
8507159,511
8507161,511
8507164,544
8507166,543
8507167,609
8507169,643
8507172,511
8507173,544
8507174,544
8507175,544
8507176,544
8507177,577
8507178,577
8507179,610
8507180,511
8507181,511
8507186,577
8507187,609
8507190,577
8507191,577
8507192,577
8507194,577
8507195,610
8507250,482
8507251,451
8507258,477
8507259,477
8507260,478
8507261,539
8507262,540
8507270,352
8507271,352
8507272,352
8507273,383
8507274,413
8507275,412
8507276,412
8507277,412
8507278,411
8507279,411
8507281,384
8507284,415
8507286,477
8507287,510
8507288,510
8507290,413
8507291,384
8507292,385
8507293,415
8507294,446
8507295,446
8507296,477
8507297,477
8507298,510
8507299,544
8507349,643
8507350,704
8507354,734
8507356,673
8507357,673
8507358,641
8507359,641
8507361,703
8507364,702
8507367,643
8507368,643
8507369,643
8507370,704
8507371,673
8507372,673
8507373,672
8507374,673
8507375,703
8507376,704
8507377,673
8507378,641
8507379,641
8507380,704
8507381,704
8507382,704
8507383,674
8507384,673
8507386,643
8507387,674
8507388,643
8507389,642
8507390,643
8507394,543
8507396,643
8507397,675
8507399,546
8507400,546
8507401,512
8507402,611
8507403,546
8507404,579
8507405,579
8507406,545
8507407,545
8507408,545
8507409,545
8507410,545
8507411,512
8507452,383
8507453,672
8507454,640
8507455,641
8507456,641
8507457,607
8507458,543
8507459,543
8507460,572
8507461,541
8507462,541
8507467,540
8507469,508
8507470,667
8507471,636
8507472,636
8507473,570
8507474,571
8507475,540
8507476,541
8507478,542
8507480,542
8507481,543
8507483,544
8507490,643
8507491,643
8507492,643
8507493,643
8507494,609
8507495,609
8507496,543
8507500,604
8507502,508
8507503,542
8507504,542
8507506,541
8507507,541
8507508,540
8507550,673
8507552,704
8507555,673
8507560,641
8507561,704
8507562,734
8507563,734
8507564,734
8507565,734
8507586,541
8507587,508
8507588,541
8507589,540
8507593,540
8507594,540
8507600,442
8507601,442
8507602,442
8507603,411
8507604,442
8507605,442
8507606,442
8507607,410
8507608,411
8507609,410
8507610,410
8507611,411
8507612,441
8507613,411
8507614,441
8507615,411
8507616,411
8507617,441
8507618,441
8507619,441
8507620,441
8507650,72
8507651,128
8507652,95
8507653,95
8507654,107
8507655,81
8507656,129
8507658,109
8507659,95
8507660,126
8507661,125
8507662,97
8507663,106
8507664,109
8507665,126
8507666,98
8507670,107
8507672,127
8507674,107
8507675,95
8507677,96
8507678,109
8507679,96
8507680,97
8507681,96
8507682,107
8507683,108
8507684,97
8507685,95
8507686,84
8507687,108
8507688,107
8507689,127
8507690,107
8507691,110
8507694,85
8507695,109
8507696,107
8507697,84
8507698,107
8507700,643
8507701,643
8507710,422
8507711,444
8507712,449
8507713,480
8507714,480
8507715,480
8507716,419
8507718,477
8507720,444
8507721,476
8507722,477
8507723,444
8507724,476
8507725,476
8507726,417
8507727,450
8507728,418
8507729,448
8507731,418
8507732,418
8507733,388
8507734,449
8507735,450
8507736,418
8507737,480
8507738,449
8507739,449
8507740,418
8507741,389
8507742,418
8507743,389
8507744,418
8507745,448
8507747,388
8507748,448
8507749,448
8507750,610
8507751,577
8507753,604
8507754,571
8507755,574
8507756,444
8507757,388
8507758,417
8507759,644
8507760,575
8507761,604
8507763,604
8507765,448
8507766,542
8507768,416
8507769,672
8507771,604
8507772,610
8507773,638
8507774,672
8507775,610
8507776,361
8507777,422
8507778,392
8507779,392
8507780,476
8507781,388
8507783,417
8507785,421
8507786,571
8507788,447
8507789,480
8507790,450
8507791,610
8507792,610
8507794,416
8507795,418
8507797,672
8507798,610
8507799,672
8507850,507
8507851,474
8507852,507
8507853,474
8507855,508
8507856,507
8507857,473
8507858,474
8507859,508
8507860,543
8507861,577
8507862,576
8507867,643
8507868,675
8507869,642
8507870,545
8507871,545
8507872,479
8507873,479
8507874,543
8507875,543
8507876,543
8507877,543
8507878,543
8507879,543
8507880,578
8507881,544
8507882,544
8507883,578
8507884,578
8507885,544
8507886,544
8507887,479
8507888,512
8507889,479
8507891,447
8507892,478
8507893,643
8507894,643
8507895,643
8507896,643
8507897,643
8507898,479
8507899,479
8507900,479
8507901,479
8507946,610
8507947,610
8507948,644
8507949,392
8507950,96
8507953,95
8507954,107
8507955,110
8507956,73
8507957,96
8507958,97
8507959,106
8507960,126
8507962,84
8507963,126
8507964,95
8507965,96
8507966,107
8507967,95
8507968,97
8507969,108
8507970,93
8507971,94
8507973,84
8507974,362
8507975,421
8507976,392
8507977,361
8507978,416
8507979,450
8507980,391
8507981,610
8507982,391
8507983,449
8507984,421
8507985,392
8507986,449
8507990,450
8507992,421
8507993,421
8507994,393
8507995,362
8507996,474
8507997,508
8507998,474
8507999,507
8508001,452
8508003,485
8508004,485
8508005,517
8508006,552
8508008,553
8508051,421
8508052,421
8508053,452
8508054,452
8508055,452
8508056,452
8508057,452
8508058,453
8508059,453
8508060,485
8508061,485
8508062,454
8508063,486
8508064,486
8508066,487
8508068,487
8508070,452
8508071,452
8508072,452
8508073,422
8508074,422
8508075,451
8508076,452
8508077,422
8508078,452
8508079,484
8508080,517
8508081,517
8508083,517
8508084,485
8508085,485
8508086,486
8508087,487
8508088,487
8508089,487
8508094,482
8508100,620
8508101,620
8508102,621
8508103,655
8508151,620
8508152,620
8508153,588
8508154,588
8508155,588
8508157,588
8508158,555
8508159,555
8508161,620
8508162,620
8508163,620
8508164,620
8508168,620
8508172,653
8508173,620
8508174,619
8508175,618
8508178,651
8508179,651
8508181,587
8508182,619
8508183,619
8508184,619
8508185,618
8508186,618
8508187,618
8508188,651
8508189,651
8508193,588
8508200,482
8508201,514
8508202,514
8508203,548
8508204,548
8508205,582
8508206,582
8508207,582
8508208,614
8508210,679
8508211,710
8508212,740
8508213,740
8508215,742
8508216,742
8508217,771
8508218,797
8508219,823
8508250,512
8508251,512
8508252,512
8508253,512
8508254,513
8508255,513
8508256,514
8508260,514
8508261,515
8508262,515
8508263,515
8508264,516
8508265,550
8508266,550
8508267,583
8508268,583
8508269,582
8508271,583
8508272,584
8508281,584
8508282,584
8508283,584
8508292,683
8508293,683
8508294,683
8508295,713
8508297,742
8508301,643
8508302,675
8508303,676
8508304,706
8508305,736
8508306,736
8508308,791
8508309,765
8508310,766
8508311,793
8508312,793
8508313,794
8508314,820
8508316,821
8508317,821
8508318,846
8508319,847
8508320,822
8508321,823
8508323,820
8508327,794
8508329,706
8508350,736
8508351,707
8508352,707
8508354,737
8508355,707
8508356,818
8508357,818
8508359,791
8508360,846
8508363,845
8508364,766
8508365,869
8508366,868
8508367,766
8508368,869
8508370,643
8508371,643
8508372,643
8508373,675
8508374,676
8508376,736
8508378,706
8508379,675
8508380,792
8508384,871
8508390,846
8508391,846
8508392,871
8508394,870
8508395,791
8508396,870
8508399,869
8508449,822
8508450,823
8508453,823
8508455,822
8508456,822
8508458,821
8508459,848
8508461,848
8508462,873
8508463,873
8508464,901
8508465,872
8508466,872
8508467,900
8508468,932
8508469,965
8508470,966
8508471,965
8508472,965
8508473,964
8508474,964
8508475,964
8508476,964
8508478,847
8508479,847
8508480,847
8508481,846
8508483,846
8508484,873
8508485,847
8508486,873
8508487,873
8508488,902
8508489,872
8508491,872
8508492,823
8508493,868
8508494,868
8508495,931
8508496,900
8508497,871
8508498,965
8508499,965
8508500,900
8508501,869
8508502,869
8508503,821
8508504,847
8508505,848
8508551,845
8508552,871
8508646,709
8508647,709
8508648,708
8508649,708
8508650,714
8508651,714
8508652,714
8508653,684
8508654,422
8508655,617
8508656,617
8508657,646
8508658,618
8508659,617
8508660,681
8508661,551
8508662,550
8508663,549
8508664,549
8508665,549
8508666,549
8508667,549
8508668,583
8508669,820
8508670,820
8508672,797
8508673,797
8508674,771
8508675,797
8508676,797
8508677,797
8508678,797
8508679,710
8508680,797
8508681,708
8508682,737
8508683,737
8508684,767
8508691,769
8508692,769
8508695,552
8508696,521
8508697,736
8508698,736
8508699,736
8508700,586
8508702,553
8508703,646
8508704,646
8508706,677
8508707,709
8508708,744
8508709,846
8508710,872
8508712,872
8508713,871
8508714,455
8508715,424
8508716,454
8508717,454
8508718,454
8508719,454
8508720,454
8508721,453
8508723,927
8508724,960
8508725,870
8508726,768
8508727,870
8508728,900
8508729,900
8508730,846
8508731,846
8508732,846
8508733,821
8508734,846
8508735,931
8508736,965
8508737,678
8508738,678
8508739,678
8508740,792
8508741,792
8508742,792
8508743,794
8508744,794
8508745,820
8508746,820
8508747,820
8508748,820
8508749,820
8508750,548
8508751,548
8508752,735
8508753,423
8508754,797
8508755,931
8508757,680
8508758,820
8508759,709
8508760,842
8508761,838
8508762,838
8508763,840
8508764,839
8508765,792
8508766,792
8508767,791
8508768,677
8508769,820
8508770,646
8508771,819
8508772,712
8508773,423
8508774,582
8508775,817
8508776,489
8508777,423
8508778,791
8508779,482
8508780,711
8508781,764
8508782,423
8508784,646
8508785,514
8508786,424
8508787,797
8508788,764
8508789,708
8508790,794
8508791,867
8508792,895
8508793,648
8508795,792
8508796,423
8508797,900
8508798,872
8508799,872
8508850,453
8508851,794
8508852,794
8508853,794
8508854,818
8508855,820
8508856,795
8508857,792
8508859,842
8508862,589
8508864,930
8508865,708
8508866,820
8508867,737
8508868,646
8508869,682
8508870,682
8508871,393
8508872,393
8508873,394
8508874,394
8508875,646
8508876,646
8508877,867
8508878,792
8508879,582
8508880,548
8508881,454
8508882,653
8508883,653
8508884,550
8508885,651
8508887,900
8508888,455
8508890,519
8508892,518
8508893,613
8508894,484
8508896,846
8508898,741
8508899,772
8508951,484
8508952,484
8508953,551
8508954,517
8508955,551
8508957,587
8508960,587
8508961,587
8508962,519
8508963,519
8508964,518
8508965,518
8508966,518
8508967,518
8508968,517
8508969,517
8508970,820
8508971,819
8508972,820
8508974,821
8508975,846
8508976,820
8508977,794
8508978,794
8508979,820
8508980,794
8508981,791
8508982,893
8508983,896
8508984,582
8508985,581
8508986,580
8508987,580
8508988,582
8508989,615
8508990,614
8508991,615
8508992,615
8508993,616
8508994,680
8508997,615
8508998,587
8508999,553
8509000,1395
8509002,1422
8509003,1398
8509004,1398
8509006,1395
8509050,1395
8509051,1396
8509053,1421
8509054,1421
8509055,1421
8509056,1422
8509057,1422
8509058,1443
8509059,1443
8509060,1460
8509061,1459
8509062,1459
8509063,1459
8509064,1473
8509065,1473
8509067,1501
8509068,1487
8509069,1487
8509070,1500
8509071,1486
8509072,1486
8509073,1486
8509075,1485
8509076,1470
8509077,1470
8509078,1455
8509080,1487
8509081,1487
8509082,1487
8509083,1486
8509084,1486
8509085,1472
8509087,1472
8509088,1486
8509089,1486
8509090,1486
8509091,1485
8509093,1485
8509096,1470
8509099,1395
8509150,1395
8509152,1440
8509153,1440
8509154,1440
8509155,1457
8509156,1457
8509157,1439
8509167,1345
8509168,1323
8509169,1297
8509170,1297
8509171,1268
8509173,1268
8509174,1237
8509175,1205
8509176,1168
8509177,1132
8509178,1132
8509179,1095
8509180,1395
8509181,1370
8509182,1370
8509183,1370
8509184,1345
8509185,1345
8509186,1369
8509187,1368
8509188,1368
8509189,1368
8509192,1416
8509193,1437
8509194,1437
8509195,1454
8509197,1468
8509198,1467
8509199,1481
8509250,1494
8509251,1494
8509252,1480
8509253,1480
8509254,1494
8509255,1493
8509256,1495
8509257,1509
8509258,1509
8509259,1509
8509260,1524
8509261,1525
8509262,1538
8509263,1539
8509264,1539
8509265,1550
8509266,1550
8509267,1557
8509268,1564
8509269,1539
8509270,1480
8509271,1480
8509273,1480
8509274,1480
8509275,1494
8509276,1494
8509277,1480
8509280,1564
8509281,1557
8509301,1416
8509302,1415
8509303,1415
8509304,1416
8509305,1416
8509306,1237
8509307,1412
8509350,1494
8509351,1494
8509352,1493
8509353,1506
8509354,1506
8509356,1520
8509357,1519
8509358,1519
8509359,1532
8509360,1532
8509361,1532
8509363,1531
8509364,1531
8509365,1531
8509366,1543
8509367,1543
8509368,1542
8509369,1542
8509371,1506
8509372,1505
8509373,1520
8509375,1520
8509376,1520
8509380,1479
8509381,1479
8509382,1478
8509383,1480
8509400,1425
8509401,1403
8509402,1378
8509404,1377
8509406,1376
8509411,1374
8509412,1350
8509413,1328
8509414,1329
8509415,1303
8509416,1303
8509417,1275
8509418,1275
8509440,1373
8509450,1303
8509451,1303
8509452,1303
8509453,1373
8509454,1373
8509455,1373
8509456,1398
8509457,1397
8509458,1373
8509459,1397
8509460,1398
8509461,1244
8509462,1245
8509463,1245
8509464,1245
8509465,1245
8509466,1328
8509467,1328
8509468,1397
8509469,1352
8509470,1328
8509600,1574
8509601,1442
8509602,1234
8509603,1343
8509605,1479
8509606,1464
8509607,1450
8509609,1401
8509611,1399
8509612,1402
8509613,1402
8509614,1401
8509617,1400
8509618,1401
8509619,1402
8509620,1401
8509621,1402
8509622,1402
8509623,1403
8509624,1205
8509625,1402
8509626,1402
8509629,1400
8509630,1400
8509632,1205
8509633,1459
8509634,1321
8509635,1377
8509636,1168
8509650,1328
8509651,1328
8509652,1328
8509654,1328
8509656,1328
8509657,1375
8509658,1375
8509659,1375
8509660,1367
8509661,1367
8509662,1366
8509663,1366
8509664,1365
8509665,1318
8509666,1292
8509667,1263
8509668,1262
8509671,1470
8509673,1350
8509674,1349
8509675,1350
8509678,1374
8509679,1345
8509680,1369
8509681,1417
8509682,1418
8509683,1418
8509684,1422
8509685,1485
8509686,1485
8509687,1499
8509688,1512
8509689,1512
8509690,1403
8509692,1512
8509694,1237
8509695,1473
8509696,1267
8509697,1398
8509698,1400
8509699,1424
8509700,1584
8509701,1563
8509703,1575
8509704,1574
8509706,1564
8509707,1587
8509708,1564
8509709,1585
8509710,1572
8509711,1564
8509713,1575
8509715,1526
8509716,1564
8509718,1577
8509719,1577
8509720,1397
8509721,1324
8509723,1323
8509724,1323
8509725,1297
8509726,1346
8509727,1297
8509728,1297
8509729,1297
8509730,1346
8509731,1323
8509732,1323
8509733,1459
8509734,1474
8509735,1474
8509736,1459
8509737,1094
8509738,1094
8509739,1093
8509740,1058
8509741,1417
8509742,1095
8509743,1094
8509744,1094
8509745,1368
8509746,1489
8509747,1564
8509749,1585
8509750,1237
8509751,1437
8509752,1366
8509753,1238
8509754,1365
8509755,1433
8509756,1430
8509757,1205
8509758,1459
8509759,1554
8509760,1449
8509761,1385
8509762,1480
8509763,1394
8509765,1577
8509766,1388
8509767,1267
8509768,1415
8509769,1094
8509771,1244
8509772,1398
8509773,1323
8509774,1323
8509775,1512
8509776,1557
8509777,1570
8509778,1554
8509779,1442
8509780,1377
8509781,1377
8509782,1328
8509783,1263
8509784,1364
8509785,1398
8509786,1297
8509787,1268
8509789,1416
8509790,1417
8509791,1236
8509792,1398
8509793,1394
8509794,1449
8509795,1585
8509796,1342
8509797,1434
8509798,1581
8509799,1237
8509850,1375
8509851,1343
8509852,1244
8509853,1474
8509854,1418
8509855,1561
8509856,1419
8509857,1267
8509858,1398
8509859,1419
8509860,1410
8509861,1554
8509862,1459
8509863,1575
8509864,1268
8509865,1489
8509866,1263
8509867,1262
8509869,1581
8509870,1480
8509871,1440
8509872,1320
8509873,1577
8509874,1435
8509875,1437
8509876,1443
8509878,1484
8509879,1268
8509880,1464
8509881,1464
8509882,1479
8509883,1410
8509884,1318
8509885,1410
8509886,1588
8509887,1585
8509888,1341
8509889,1434
8509890,1328
8509891,1564
8509892,1344
8509893,1294
8509894,1435
8509895,1346
8509896,1323
8509897,1419
8509898,1571
8509899,1499
8509950,1418
8509951,1581
8509952,1265
8509953,1575
8509955,1372
8509956,1430
8509957,1236
8509958,1267
8509959,1374
8509960,1590
8509961,1235
8509962,1564
8509963,1350
8509964,1374
8509965,1326
8509966,1366
8509967,1455
8509968,1366
8509970,1416
8509972,1435
8509973,1575
8509974,1373
8509975,1473
8509976,1460
8509977,1347
8509978,1350
8509979,1350
8509980,1470
8509981,1094
8509982,1343
8509983,1297
8509984,1238
8509985,1401
8509986,1322
8509987,1297
8509989,1564
8509990,1245
8509991,1401
8509992,1275
8509994,1538
8515296,698
8515992,936
8515993,936
8515994,935
8515995,904
8515996,904
8515997,874
8516154,391
8516155,11
8516161,451
8516176,808
8516187,904
8516218,1042
8516219,830
8516270,1359
8516271,1383
8516283,12
8516350,848
8516351,847
8516353,826
8516354,742
8516444,332
8516450,776
8517112,934
8517131,560
8517336,848
8517376,880
8517377,853
8517409,526
8517410,526
8517411,560
8517412,526
8517413,526
8517414,560
8517415,560
8517416,560
8517417,560
8517481,1524
8517484,190
8517485,256
8517519,1151
8517527,935
8518100,1357
8518243,979
8518452,79
8518459,904
8518475,1151
8518690,555
8518749,363
8518771,365
8518924,979
8518963,456
8519077,16
8519133,297
8519370,1506
8519458,21
8530004,86
8530005,86
8530006,203
8530007,203
8530008,203
8530011,132
8530012,132
8530013,297
8530014,355
8530016,297
8530017,355
8530021,293
8530022,325
8530023,203
8530024,227
8530031,165
8530032,322
8530038,288
8530039,320
8530040,254
8530041,255
8530042,222
8530043,255
8530054,140
8530055,139
8530056,140
8530057,140
8530064,221
8530066,221
8530067,221
8530070,138
8530071,138
8530078,137
8530079,138
8530084,219
8530085,219
8530087,249
8530088,249
8530095,315
8530096,344
8530097,344
8530098,344
8530099,345
8530100,344
8530101,344
8530102,344
8530103,344
8530104,315
8530105,315
8530106,316
8530107,316
8530108,346
8530109,345
8530113,345
8530115,345
8530116,376
8530119,377
8530120,376
8530121,377
8530124,406
8530125,376
8530127,404
8530128,404
8530129,435
8530130,435
8530134,469
8530136,469
8530137,469
8530139,468
8530140,468
8530142,501
8530143,501
8530144,499
8530145,500
8530146,502
8530147,502
8530149,285
8530150,285
8530151,408
8530152,379
8530159,439
8530161,439
8530166,439
8530167,439
8530169,439
8530173,440
8530179,504
8530180,536
8530181,536
8530182,536
8530183,570
8530184,570
8530187,602
8530188,602
8530192,602
8530193,602
8530194,635
8530195,666
8530196,634
8530197,634
8530198,600
8530199,601
8530200,600
8530206,564
8530207,564
8530208,530
8530210,563
8530211,563
8530212,564
8530213,564
8530214,564
8530215,597
8530217,597
8530225,132
8530226,664
8530227,664
8530228,695
8530230,664
8530231,663
8530232,663
8530233,698
8530234,727
8530235,699
8530236,699
8530237,728
8530241,729
8530243,729
8530244,729
8530245,729
8530246,221
8530250,759
8530251,759
8530252,759
8530253,786
8530254,786
8530257,451
8530258,451
8530259,451
8530260,133
8530261,165
8530262,72
8530263,96
8530268,411
8530270,411
8530277,441
8530283,352
8530284,352
8530285,352
8530288,351
8530290,351
8530291,351
8530292,351
8530297,320
8530298,575
8530299,575
8530301,540
8530302,540
8530303,219
8530304,507
8530305,507
8530308,474
8530309,474
8530311,442
8530312,473
8530313,473
8530314,473
8530315,442
8530320,733
8530321,733
8530334,218
8530335,190
8530336,642
8530337,642
8530341,791
8530342,791
8530343,791
8530344,791
8530345,792
8530346,792
8530347,817
8530349,792
8530351,646
8530352,646
8530353,708
8530354,707
8530355,222
8530358,823
8530359,823
8530361,823
8530364,818
8530365,818
8530366,189
8530368,897
8530369,897
8530371,868
8530372,868
8530373,868
8530374,870
8530375,898
8530376,870
8530377,870
8530378,161
8530385,931
8530386,931
8530387,902
8530388,901
8530391,999
8530392,965
8530393,999
8530400,1032
8530401,1032
8530402,1000
8530403,1000
8530404,1067
8530405,1033
8530406,1067
8530407,1066
8530408,1066
8530409,1066
8530410,1066
8530411,967
8530412,1001
8530413,1000
8530414,963
8530415,963
8530418,997
8530420,997
8530421,997
8530423,1031
8530424,997
8530425,997
8530426,1028
8530427,1028
8530430,161
8530434,995
8530435,995
8530450,1050
8530451,1051
8530455,1017
8530457,921
8530458,921
8530459,1120
8530460,1120
8530461,1154
8530462,1154
8530463,160
8530464,1082
8530465,1082
8530468,1117
8530469,1152
8530473,940
8530477,1178
8530478,1178
8530483,1246
8530486,1330
8530487,1330
8530488,1330
8530489,1330
8530490,1330
8530491,1245
8530492,1245
8530493,1303
8530494,1303
8530495,1302
8530496,1328
8530497,1328
8530498,1328
8530499,1374
8530500,1349
8530503,1374
8530505,1373
8530506,1349
8530507,1375
8530508,1375
8530509,1424
8530515,1212
8530516,1175
8530517,1241
8530518,1241
8530519,1272
8530520,1272
8530521,1271
8530522,1271
8530523,221
8530524,1172
8530527,1422
8530528,1423
8530531,1443
8530532,1443
8530533,1501
8530534,1488
8530535,1487
8530540,1499
8530541,1499
8530545,1395
8530546,1395
8530558,1237
8530559,1237
8530562,1237
8530563,1237
8530566,699
8530568,1265
8530569,1265
8530570,1267
8530571,1267
8530572,1237
8530573,1095
8530574,1095
8530580,1418
8530581,1394
8530582,1418
8530583,1393
8530584,1417
8530585,1393
8530586,1393
8530587,1369
8530588,1370
8530589,1415
8530591,1415
8530594,1468
8530595,1468
8530596,1431
8530597,1430
8530598,1464
8530599,1464
8530601,1480
8530602,1480
8530603,1277
8530604,1480
8530605,1493
8530606,1493
8530607,1557
8530608,1557
8530609,1577
8530610,1577
8530612,924
8530613,893
8530614,864
8530616,22
8530621,47
8530622,38
8530623,46
8530624,113
8530625,802
8530626,802
8530627,803
8530628,802
8530629,802
8530630,802
8530631,801
8530632,802
8530633,968
8530634,1001
8530635,1001
8530636,968
8530637,495
8530638,527
8530639,560
8530640,560
8530641,528
8530642,495
8530643,971
8530644,971
8530645,1006
8530646,1006
8530647,1006
8530648,1006
8530649,979
8530650,943
8530651,978
8530658,1212
8530659,1244
8530660,1275
8530661,1275
8530662,1275
8530663,1303
8530664,1303
8530665,1329
8530666,1275
8530667,1464
8530668,1464
8530669,1464
8530670,1050
8530671,457
8530673,192
8530674,290
8530675,186
8530676,314
8530678,383
8530679,352
8530681,871
8530682,931
8530683,933
8530684,1470
8530685,1480
8530686,185
8530687,902
8530688,699
8530690,699
8530692,995
8530693,995
8530696,1039
8530697,594
8530698,626
8530699,21
8530700,21
8530701,21
8530707,21
8530708,203
8530709,175
8530710,175
8530711,175
8530712,175
8530713,152
8530714,1449
8530715,1464
8530720,1285
8530721,900
8530722,932
8530735,527
8530738,1468
8530739,141
8530740,163
8530741,1480
8530742,968
8530743,968
8530745,350
8530746,349
8530749,79
8530751,137
8530752,1026
8530753,1026
8530757,441
8530758,930
8530759,930
8530760,791
8530764,527
8530774,848
8530777,526
8530781,1099
8530782,1099
8530783,38
8530784,560
8530789,1118
8530790,1118
8530791,203
8530792,203
8530793,152
8530797,932
8530798,933
8530799,791
8530800,791
8530801,791
8530802,729
8530803,729
8530804,983
8530805,663
8530806,663
8530807,663
8530808,729
8530811,939
8530812,939
8530813,939
8530814,820
8530815,794
8530816,794
8530817,794
8530818,794
8530819,1032
8530820,1033
8530821,266
8530822,939
8530823,185
8530824,699
8530825,669
8530830,1407
8530831,185
8530832,185
8530833,964
8530834,1313
8530835,1338
8530839,998
8530840,999
8530841,1303
8530842,1302
8530853,997
8530855,997
8530856,1275
8530857,968
8530859,500
8530862,345
8531252,560
8531253,1224
8557000,1035
8557001,1035
8557002,1035
8557003,501
8557004,469
8557005,469
8557006,469
8557007,469
8557020,173
8557021,1474
8557022,1085
8557023,820
8557024,820
8557025,1422
8557026,123
8557027,742
8557028,872
8557029,872
8557030,872
8557031,1359
8557032,664
8557033,910
8557034,910
8570000,34
8570001,34
8570002,34
8570005,25
8570006,25
8570007,25
8570008,34
8570009,34
8570010,35
8570011,35
8570013,35
8570014,35
8570015,35
8570016,36
8570017,36
8570018,36
8570020,44
8570021,44
8570022,37
8570023,28
8570024,38
8570025,35
8570026,35
8570027,35
8570028,35
8570029,35
8570030,35
8570031,35
8570032,35
8570033,35
8570034,43
8570035,43
8570036,43
8570037,49
8570039,49
8570040,49
8570041,49
8570043,50
8570044,50
8570045,50
8570046,50
8570047,1378
8570049,50
8570050,50
8570051,50
8570055,43
8570056,43
8570059,43
8570061,42
8570063,80
8570064,80
8570066,81
8570067,80
8570068,80
8570069,68
8570070,68
8570071,68
8570072,69
8570074,58
8570075,58
8570076,58
8570077,58
