,Affluence,x,y
222,400,47.0519392278, 7.0395268329
223,300,47.0775941385, 6.78517707886
224,350,46.263759507, 6.16132058711
225,310,46.6967038907, 6.47811907461
226,1400,46.488550014, 6.72714757327
227,8500,47.3620006555, 7.35005384248
228,19500,47.405777802, 8.40496908474
229,590,47.4534348999, 7.60344839068
230,560,47.3542660407, 7.94648945968
231,270,46.6571840947, 6.55242099774
232,16600,47.4258103324, 8.68666226267
233,1100,47.3148575546, 7.79894973749
234,1500,47.5723728054, 8.51653513851
235,420,47.5330359504, 7.98977700634
236,550,47.0329570685, 9.07718226126
237,770,47.1323911487, 8.32277893852
238,290,46.1692425762, 7.02552647988
239,3600,47.501457047, 7.71909156777
240,150,47.1694441249, 7.25752019856
241,330,47.2135545697, 8.26480670843
242,60500,46.2102022669, 6.14245302875
243,730,46.222435146, 6.14455938175
244,350,47.015085057, 6.85321349712
245,900,47.5485571928, 8.52403632788
246,870,47.3352002384, 7.20929652415
247,1300,47.4737971116, 9.46699032646
248,360,46.7588357696, 6.89428928731
249,320,47.6087494286, 9.29222710394
250,160,47.3286359778, 8.17593763411
251,2700,46.9826127199, 8.31016575309
252,70,46.9936310359, 8.31271109334
253,4000,47.2818232851, 8.61271954112
254,3500,47.1880813308, 7.70094642682
255,330,47.4286345989, 8.16659869889
256,1300,47.17360308, 8.45007424526
257,2600,47.5384906334, 7.72412101576
258,150,46.8143668075, 8.17550583177
259,850,47.2383929337, 8.81429184846
260,260,47.5954978156, 9.31740544782
261,540,47.5820892736, 8.24881875083
262,1300,47.4583242963, 8.77399383924
263,640,47.3372920119, 8.0264455205
264,460,47.5247196873, 9.20155757744
265,530,47.6430854799, 9.19634957486
266,220,47.6834480371, 8.66229616245
267,810,47.5597640916, 8.06127319304
268,94100,46.5167786487, 6.62909314109
269,1100,47.1794233382, 7.36654652735
270,230,47.6255999765, 9.19026101005
271,700,46.7077668295, 6.84214373406
272,14100,46.0055057275, 8.94687441524
273,1100,46.5037789699, 6.69061164399
274,560,47.053927868, 8.33728023957
275,5100,47.2534223208, 8.69233239506
276,8400,46.1058273015, 7.07912247583
277,820,45.9557228958, 8.9483527013
278,2500,47.4280718007, 8.27633859072
279,240,46.2223320008, 6.0769127207
280,320,47.0101282312, 9.08119403324
281,470,46.5181892679, 6.50804512989
282,270,47.4747707737, 9.41437284119
283,170,47.225014385, 8.3885103326
284,970,47.5476175889, 7.90961301385
285,1300,47.192373647, 7.97744173598
286,800,47.0645276001, 9.05942421662
287,520,46.9839549788, 6.90335823773
288,150,46.7164243262, 7.92866950781
289,780,47.5111974542, 8.36960718376
290,350,46.9549132858, 6.72179933612
291,710,47.3564807476, 8.04837791732
292,300,47.1659234421, 8.40476673935
293,69300,47.3519295325, 7.907688105
294,790,47.455812722, 8.40209787525
295,960,46.1786594705, 5.99999627842
296,840,46.5146692019, 6.65798812442
297,410,47.1726951083, 8.98230203354
298,310,47.5296543857, 8.75213281727
299,8600,47.5512096146, 7.79215393064
300,35900,47.3913553369, 8.05125354274
301,2000,47.3202667174, 7.90820373354
302,460,46.9550392879, 8.2778329759
303,800,47.193966384, 8.82288898291
304,400,47.6213657537, 9.26589677408
305,340,46.2085842921, 7.27094418819
306,12600,47.04915622, 8.54949116322
307,1100,47.2468165268, 8.6437080619
308,7400,47.1953625991, 8.52325583517
309,840,47.1884876743, 8.51775897551
310,440,47.2009791623, 8.72716324608
311,1400,47.5883101087, 8.29556465398
312,101400,47.5474041527, 7.58955146721
313,980,47.4101281088, 9.06904195327
314,940,47.2672189808, 8.20221962657
315,190,47.2468435811, 8.36559619501
316,380,47.5822523245, 9.17451078978
317,200,47.498616599, 9.02076959637
318,50,46.3802576814, 8.90655905474
319,90,46.7456512146, 8.09063028835
320,1000,45.9028465135, 8.97889335734
321,880,46.2252573555, 9.04139950613
322,5000,47.1782423661, 8.45748408001
323,4700,45.8321788009, 9.03144057629
324,23600,46.8530797552, 9.52892561961
325,50,46.8508695027, 6.72316155773
326,780,46.513080116, 6.67832554978
327,6200,46.3173801033, 6.18783276927
328,110,46.4704453244, 6.8247755489
329,2300,47.4824133475, 8.45942183431
330,230,47.3445497083, 9.07830029592
331,370,46.8685046705, 7.01138032832
332,70,46.8543983208, 6.98535899591
333,8600,47.4000750283, 8.62340719058
334,1600,47.4985287524, 8.86339187202
335,130,46.4893183671, 6.74516355201
336,3600,47.3057853122, 8.59150489466
337,730,47.6699950278, 9.08565476022
338,110,47.2296890898, 8.24230319429
339,1200,46.8444961926, 6.84295890069
340,100,46.3628591884, 6.87946504066
341,230,46.8607235978, 8.21867105657
342,300,47.6921636376, 8.64595208918
343,12800,47.5581599749, 8.89653893491
344,13700,46.2325293452, 6.11198571992
345,50,46.1220435171, 8.784962426
346,3400,47.3988744293, 8.4204230971
347,10100,47.4118296551, 9.25303263655
348,50,47.4699139104, 7.0480940862
349,1500,47.5642523105, 8.68505196166
350,50,46.7349960085, 6.87010300707
351,760,47.2226679578, 8.25198154865
352,220,47.1691518563, 8.44989778178
353,440,47.3882836417, 8.12567843923
354,170,47.5823394904, 8.97453911285
355,4600,47.230969801, 8.8345980429
356,1700,47.3320368667, 8.80470571863
357,5400,47.4486070251, 8.58379121249
358,1700,47.4422864693, 8.57070137795
359,2900,47.6003354815, 8.22702315842
360,150,47.3246738705, 8.01907059825
361,1500,47.6491676497, 9.18196081638
362,1500,47.0266153509, 8.30236875
363,1600,46.0397205271, 8.93212223946
364,12400,46.9674389764, 9.55402859224
365,450,47.3921249769, 7.85621326784
366,50,46.4408978389, 8.83974336723
367,60,46.9757415966, 9.04692465402
368,5900,46.1724273965, 8.80135894865
369,1900,47.0578541411, 6.74615360469
370,290,46.5231229916, 6.51954667355
371,180,47.6257356296, 8.56680664761
372,480,46.7863494029, 8.16355874167
373,2000,46.7273296622, 8.18423402153
374,200,47.0676559849, 8.40903921336
375,15500,46.4358743527, 6.91043275261
376,620,47.5133857839, 7.61758557051
377,300,47.6334235783, 9.2269983596
378,23600,46.9967222076, 6.93570514491
379,60,46.9278346971, 8.39619411198
380,810,47.1388047171, 8.13858805823
381,5000,47.5079184546, 8.76037093131
382,370,47.3485517008, 7.8977062126
383,2800,47.4299514492, 8.56176987445
384,3000,46.5427523751, 6.83787768542
385,4500,46.8196387484, 6.93987910663
386,1400,47.5160332387, 8.64661156441
387,2700,46.287391434, 6.16267245042
388,7800,47.522657608, 7.69080243836
389,2000,46.493832083, 6.76568624893
390,50,46.1513026375, 8.88731923749
391,540,47.2352248694, 7.22741061293
392,6100,47.4365626396, 8.47206501622
393,180,47.569967429, 8.32711190205
394,140,46.703860644, 7.89981420136
395,150,46.4741966711, 6.78458954595
396,1100,47.0909062076, 8.27317678808
397,1900,47.4032880043, 8.12694494762
398,280,46.3094470378, 7.57900756181
399,3500,46.8945995233, 8.24748154593
400,1700,47.4881178542, 8.90328450849
401,7500,47.276064074, 8.44658239143
402,2100,47.3742291734, 9.55651096481
403,1600,47.5105854479, 9.43333858591
404,430,47.5215190263, 9.42429272006
405,290,47.4361134139, 9.64124454757
406,380,46.9796312118, 6.87770603996
407,640,46.8845963101, 7.04091658825
408,740,45.846756939, 9.00503477094
409,700,47.3688358029, 8.87821095251
410,490,47.2089019374, 7.50785978776
411,420,46.9296874014, 6.81167928339
412,1800,46.2514595964, 7.00067755704
413,570,47.1447131206, 7.27247559035
414,320,47.1521909901, 9.02990001736
415,670,47.4358394568, 8.21765486787
416,200,47.5004169871, 9.23401945255
417,420,46.3858098753, 6.85324188489
418,140,47.2626629521, 7.95702232358
419,150,47.4754416433, 9.03466211603
420,120,47.481268659, 9.03090912842
421,5100,47.2708395927, 8.82270102308
422,1200,47.0936431378, 8.35663714452
423,4500,47.1684089962, 9.47862968189
424,2500,47.4533973239, 8.43557852512
425,730,47.5491005107, 9.14985544325
426,1100,47.3595914091, 9.07513534617
427,1700,46.1526250436, 8.94168850732
428,80,46.95990299, 6.77498412319
429,390,46.1268026313, 7.12647773348
430,600,46.2161054868, 7.30510604689
431,1900,46.442731817, 6.895777987
432,400,47.1933880076, 7.14465464697
433,370,47.3350738097, 7.29115599382
434,700,47.4052177358, 7.12419139803
435,250,47.2405870125, 7.34209529907
436,790,46.7172808195, 6.40051340587
437,550,47.218217892, 7.61889907416
438,1100,47.6854695764, 8.75227980348
439,180,47.5533468989, 8.75295793686
440,2300,47.5752638935, 8.25634387912
441,1300,47.08425714, 8.34234535321
442,50,46.7526220004, 7.99002753483
443,90,46.6104179611, 6.81105588343
444,310,47.5439914495, 9.38300007743
445,1800,46.8195231702, 8.40264298232
446,490,47.5514562601, 9.22619100908
447,1200,47.4614892248, 8.95851470682
448,1200,47.2391975436, 8.78348281363
449,130,47.333298028, 8.92327465614
450,5000,47.5073437467, 8.01307225263
451,510,46.3065139347, 7.74757569359
452,4900,47.4658812396, 7.84765271265
453,1100,46.2567305087, 6.15396312897
454,3000,47.0783132004, 8.27679952708
455,1100,46.8365341912, 8.18630914667
456,5700,46.419975355, 6.26913801937
457,4800,47.4308254769, 8.55883224276
458,510,46.8990652006, 6.78102543256
459,50,46.8062699548, 6.6419368926
460,370,47.4741351028, 8.91701626605
461,250,47.4768608536, 9.25157587262
462,3700,47.4103853071, 9.62724352946
463,650,47.5454376137, 8.69481326415
464,2800,47.3000509, 8.83969785564
465,1900,47.4088192343, 8.72270382261
466,260,47.5664464571, 8.41914841526
467,2400,47.3244274064, 8.54799908563
468,980,47.2202591199, 8.4667085831
469,440,47.6093835703, 8.24013823513
470,2300,47.0835940036, 8.4334940573
471,1400,47.470196213, 7.75982160092
472,22300,47.3911934191, 8.17037888645
473,2400,46.3118851335, 7.64394777254
474,16300,47.4844551308, 7.73135468775
475,370,47.0837604425, 7.13514479553
476,210,47.0498780241, 6.72606805002
477,200,47.3838273619, 9.07067425759
478,84700,47.0501697679, 8.31017092011
479,1100,47.0350821216, 8.30330764098
480,810,47.4145021864, 8.23513921004
481,760,47.0038340592, 9.52919552142
482,620,47.2387040498, 7.27593219578
483,1700,47.6310755053, 8.65609788009
484,300,46.2411990719, 6.98565622637
485,440,45.8776518954, 8.98302829339
486,3600,47.5618497594, 7.83385418673
487,70,46.5083872786, 6.78564812794
488,15100,46.5110918027, 6.49396427184
489,3300,47.2806661619, 7.38103944266
490,5100,47.3693584945, 8.68639971514
491,1500,47.683134176, 8.62491498919
492,16900,46.3844060313, 6.23597429701
493,7700,47.4702034518, 8.51060488949
494,160,46.736557734, 7.95891948093
495,1300,47.2767239721, 8.57763334225
496,460,47.6146106042, 8.72409330368
497,14200,47.2029974467, 8.77811068503
498,4900,47.3670842127, 8.78477640275
499,990,47.1714342219, 7.34019009864
500,90,46.5572387745, 6.82834014222
501,950,47.5305742249, 7.70986947527
502,1700,47.6037893298, 8.54342564763
503,640,46.3062732767, 7.80150766492
504,17500,46.5370287879, 6.57893884264
505,420,47.1897281967, 7.24701400432
506,1000,47.5458662882, 7.76802232018
507,4400,47.2083677131, 8.70746042267
508,840,47.4450032571, 8.79630774826
509,50,46.3586855943, 6.92704973241
510,320,47.2516286412, 7.81490475887
511,10600,47.5655269844, 9.37936259732
512,5000,47.4779984016, 9.50513168035
513,640,46.7826234886, 7.06196897192
514,3400,47.4540663116, 8.53274503651
515,190,46.187771194, 6.01755436893
516,470,46.1604416733, 8.97392431539
517,210,47.3942126094, 8.85420315671
518,270,47.6795011585, 8.68749675648
519,370,47.6765598478, 8.61424692042
520,2700,47.0263942922, 8.63213946703
521,7700,47.4627456535, 7.81201832437
522,140,47.5052217763, 9.24898518569
523,50,46.6563151488, 6.88380178135
524,70,47.2392372997, 7.30576524542
525,250,47.4072003987, 9.32964579651
526,1100,47.4039256735, 9.30083970711
527,190,47.6875587749, 8.73201759728
528,5500,47.2405237212, 8.72163122186
529,4900,46.9583210245, 8.36674143144
530,1100,46.9762667824, 8.33633589757
531,910,47.6645058687, 8.98100858061
532,1000,47.1945798603, 8.47842234624
533,3100,47.5415967349, 7.94882272396
534,19900,47.3972121248, 8.59613281648
535,1800,47.151698154, 7.00121493749
536,1400,47.3716326855, 8.08227404767
537,11300,47.1707889132, 8.09787795205
538,270,47.6537189524, 9.13954723327
539,770,46.0566859524, 8.93032466625
540,250,47.5212973847, 9.03368895274
541,4500,47.2590294057, 8.678774746
542,2300,47.3908815923, 8.43471362358
543,2200,47.3809708849, 8.43033031194
544,23500,47.3503664551, 8.71868854805
545,50,46.6214485609, 6.85003132174
546,50,46.8776352286, 6.75758253853
547,170,46.7898250195, 7.11638853683
548,140,47.1601953195, 7.01967397553
549,100,46.3150242286, 6.91620575308
550,50,47.1084102503, 8.50502546872
551,11600,47.4127169827, 8.59191127027
552,90,47.3199221956, 7.96318642397
553,790,47.3413970205, 7.86834787109
554,840,47.1838514118, 8.0190083583
555,4400,47.4596367944, 8.3159863528
556,1300,47.4152733765, 8.16299733569
557,490,47.5015644748, 8.76930571536
558,630,47.4898075094, 8.70929159585
559,13000,46.781876671, 6.64114576153
560,150,47.1623165875, 8.515186942
561,260,47.1565775965, 8.51227569316
562,3800,47.4209123371, 8.5085656936
563,43700,47.4503820775, 8.56238666028
564,2300,47.4337913284, 7.53045708322
565,960,46.8709602444, 8.23829844538
566,11300,47.0453635269, 9.44539562754
567,1400,46.2142202175, 6.0375091428
568,890,46.149376272, 7.17343442478
569,17000,47.6982814692, 8.6327284859
570,11400,47.3843802387, 8.6586595992
571,130,47.6109165826, 9.1682387933
572,6100,46.2921149792, 7.53283036255
573,630,47.4807713471, 9.53652077145
574,380,47.0145655009, 6.98210841908
575,210,47.3538535176, 8.93235901657
576,620,47.0476633004, 8.60743525261
577,940,47.4899801946, 8.4468407224
578,150,46.3919600075, 6.80589031952
579,1200,46.4823041329, 6.45590462293
580,140,46.4725855624, 6.7970306112
581,400,47.3676921488, 7.16594419056
582,1200,47.5387993681, 9.18367857671
583,150,47.5696197047, 8.75762721172
584,80,47.6629006458, 9.10874984287
585,2000,47.2358565197, 8.75261073401
586,370,47.1138559734, 9.25500777055
587,4700,47.4364421946, 9.13097170762
588,530,46.2207092326, 6.09389439216
589,300,46.7205784272, 6.96063985388
590,1900,46.3983659275, 6.92699984758
591,100,46.4953325352, 6.70728469954
592,270,46.5762368388, 6.53076245457
593,770,47.2726849167, 8.91398907071
594,15500,47.5662241626, 9.10634628137
595,760,47.5255401974, 8.77601496118
596,600,47.4177702961, 8.84846779076
597,2900,47.4874349418, 8.76678904042
598,510,47.5064325739, 8.68090851224
599,110,46.7821397658, 6.66231740717
600,730,46.2212609654, 6.06574042511
601,1100,47.3373317337, 8.569717612
602,280,47.147675872, 8.50992153777
603,396300,47.3781765756, 8.54019221036
604,1500,47.4187469105, 8.54463614173
605,68100,47.3666105569, 8.54846647022
606,4200,47.3501235091, 8.56137239898
607,7700,47.3714716204, 8.52346258297
608,100,47.5704402649, 8.46789206212
609,970,47.5831998345, 7.65230105793
610,2200,47.4754476463, 9.48971870021
611,890,47.3064476644, 7.87938648836
612,110,47.4253702718, 7.85052282001
613,180,46.934547281, 9.01302543269
614,570,47.32175296, 7.98350900936
615,490,47.1576544109, 9.04396432715
616,240,47.6666263051, 8.77041438581
617,1400,47.3714221617, 8.00015594913
618,390,47.500115854, 8.8117058285
619,1900,47.1160520887, 8.19596739854
620,2700,47.1826674891, 8.90069892838
621,1300,47.5179218559, 8.24015363326
622,11600,46.2275453615, 7.35919185191
623,15200,47.2041807751, 7.54268420304
624,2700,47.1951382943, 7.16875443477
625,120,47.1800770071, 8.07456185019
626,1200,46.1774682553, 8.85022179541
627,50,46.7799523516, 6.91624479995
628,480,46.2499433407, 6.14734101981
629,290,46.3093240882, 7.69960071796
630,410,47.5860214293, 9.33968840224
631,2700,46.2797158332, 6.16574632626
632,370,46.3372911702, 6.89757423459
633,570,47.0986827694, 8.51692521124
634,1400,47.1198710093, 9.31297181278
635,5200,47.3484618374, 8.26978121872
636,400,46.9077595046, 8.39468155812
637,3200,47.0018214448, 7.46290426809
638,35500,47.1736230527, 8.51529569481
639,600,47.1804713352, 8.48576089261
640,13000,47.3640983597, 8.53080595476
641,530,47.4517752695, 8.16692832223
642,10100,47.3991743125, 8.44722881452
643,1100,47.4979704691, 8.41179388261
644,380,47.1763838553, 8.93876288214
645,1800,47.5357677342, 8.73886853866
646,170,46.9492536033, 8.62073068694
647,330,47.2088750961, 7.52142884826
648,1400,47.2067084108, 7.53194511273
649,2400,47.434542034, 9.39342737505
650,2600,47.4532118157, 9.63825154068
651,560,47.6348793716, 8.78872663664
652,450,47.5008611902, 9.44212099652
653,610,47.4457572594, 7.88760523024
654,17300,47.2959747213, 8.56475556229
655,1900,46.4554432937, 6.85953018827
656,80,47.3660466339, 7.90427743742
657,1200,47.437383413, 8.84380329191
658,7200,47.2242754695, 8.98067539571
659,330,46.1385417213, 7.038363732
660,110,46.4682716114, 6.8354371001
661,130,46.4176118611, 6.92785847954
662,16200,47.2293011038, 8.67519275897
663,680,47.2319515056, 7.6562236042
664,19800,47.4624092373, 9.04098327921
665,1300,47.29720073, 8.59897547971
666,91500,47.5003335301, 8.72379907332
667,780,47.4457585301, 8.35764331882
668,460,46.8008635427, 6.74668648053
669,8500,47.1361516592, 9.06003718984
670,160,47.168273486, 8.51691604796
671,47200,47.3851946908, 8.51710646094
672,3300,47.3930313233, 8.52935905447
673,2400,47.3474399219, 8.53358828018
674,2700,47.420909698, 7.08007451034
675,2600,46.5266893352, 6.60262941596
676,590,47.4415398241, 8.81911811289
677,50,46.1169976034, 8.77653228958
678,590,47.4986756956, 8.79499713285
679,1300,47.2414629092, 7.96875676951
680,2100,47.4668881391, 9.59090422659
681,640,46.1755125216, 8.88532079686
682,2800,46.6935017507, 6.91181476775
683,720,47.0881904457, 8.24917741374
684,2500,47.3071323847, 8.55515146936
685,50,46.1351651392, 8.80705386556
686,830,46.6587767613, 6.51736524915
687,1500,47.2251558732, 8.94336741805
688,1300,46.9968482066, 9.07744743355
689,810,47.2006188377, 7.45662984225
690,560,47.4651737084, 8.76033034905
691,650,47.3461400227, 8.15878995065
692,1100,47.188308281, 8.39780794584
693,730,47.4619919682, 9.00045935104
694,50,47.4390111569, 7.85146338126
695,180,47.1413268967, 6.96934420104
696,47100,47.4231790668, 9.36987712043
697,2200,47.656108874, 8.85500693112
698,680,47.1878937296, 8.47969110761
699,450,46.2514824986, 7.41957042997
700,5000,46.216363536, 7.00204915835
701,90,47.5093655501, 9.02478054512
702,660,47.6596173652, 9.13295927882
703,410,46.3076341414, 6.18112481111
704,160,47.2683703417, 8.85270412923
705,1300,47.2198385551, 7.20163489763
706,220,46.4263773828, 6.92270212787
707,32000,46.7548532939, 7.62959464395
708,370,46.9424047306, 6.67656029661
709,6100,47.4917545162, 8.25344123675
710,100,47.1149950289, 7.19730481483
711,550,47.0936555927, 7.15649171643
712,830,46.7123977825, 6.37056465514
713,19900,46.4629974303, 6.84345000982
714,18800,46.2940248591, 7.88145816487
715,490,47.1078933281, 8.31968694103
716,24100,47.3180331432, 8.79226951209
717,1700,47.4987506397, 8.75103748096
718,1300,47.516719, 8.76086862997
719,760,47.1051648822, 7.66349632611
720,8800,47.2880447598, 7.94309735295
721,1000,47.1737252745, 8.50722421468
722,32100,47.3914808361, 8.4889402654
